iter	Passed	Remaining
260	919	2602
261	922	2598
262	926	2595
263	929	2590
264	931	2584
265	935	2580
266	937	2574
267	941	2572
268	944	2567
269	947	2561
270	950	2557
271	953	2551
272	956	2547
273	959	2542
274	962	2537
275	965	2532
276	968	2527
277	971	2524
278	976	2522
279	979	2518
280	982	2513
281	984	2507
282	987	2502
283	990	2498
284	993	2492
285	996	2488
286	999	2483
287	1002	2477
288	1005	2474
289	1009	2470
290	1012	2466
291	1015	2462
292	1018	2457
293	1021	2453
294	1024	2448
295	1027	2443
296	1030	2438
297	1033	2435
298	1036	2430
299	1039	2425
300	1042	2420
301	1046	2419
302	1049	2414
303	1056	2418
304	1061	2418
305	1064	2413
306	1067	2409
307	1070	2405
308	1073	2401
309	1076	2396
310	1079	2392
311	1083	2388
312	1086	2384
313	1090	2382
314	1093	2378
315	1096	2374
316	1100	2370
317	1103	2366
318	1106	2361
319	1109	2357
320	1112	2352
321	1115	2347
322	1118	2344
323	1121	2340
324	1124	2336
325	1127	2331
326	1132	2329
327	1135	2326
328	1138	2322
329	1141	2318
330	1145	2314
331	1148	2310
332	1151	2307
333	1155	2303
334	1158	2299
335	1161	2295
336	1165	2292
337	1168	2289
338	1171	2285
339	1175	2280
340	1178	2276
341	1181	2272
342	1184	2268
343	1187	2265
344	1191	2262
345	1194	2257
346	1197	2254
347	1200	2250
348	1203	2245
349	1206	2241
350	1209	2236
351	1212	2232
352	1215	2228
353	1218	2224
354	1223	2222
355	1226	2218
356	1230	2215
357	1233	2211
358	1236	2207
359	1239	2204
360	1242	2200
361	1246	2197
362	1249	2193
363	1252	2189
364	1255	2184
365	1259	2181
366	1262	2177
367	1266	2174
368	1269	2170
369	1272	2166
370	1274	2161
371	1277	2157
372	1280	2153
373	1283	2148
374	1287	2145
375	1290	2141
376	1292	2136
377	1295	2131
378	1302	2134
379	1306	2131
380	1309	2127
381	1312	2122
382	1315	2118
383	1317	2114
384	1320	2109
385	1323	2104
386	1326	2101
387	1329	2096
388	1332	2092
389	1335	2088
390	1337	2083
391	1340	2079
392	1343	2074
393	1346	2070
394	1348	2066
395	1351	2061
396	1354	2057
397	1356	2052
398	1359	2047
399	1362	2043
400	1365	2039
401	1367	2034
402	1370	2030
403	1373	2025
404	1375	2021
405	1378	2016
406	1381	2013
407	1384	2009
408	1388	2005
409	1391	2001
410	1394	1997
411	1397	1994
412	1400	1990
413	1403	1986
414	1406	1983
415	1409	1979
416	1413	1975
417	1417	1973
418	1420	1969
419	1423	1965
420	1426	1961
421	1429	1957
422	1433	1955
423	1436	1951
424	1439	1947
425	1442	1943
426	1446	1940
427	1449	1936
428	1452	1933
429	1455	1929
430	1458	1925
431	1461	1922
432	1465	1918
433	1467	1914
434	1471	1910
435	1474	1907
436	1477	1903
437	1480	1899
438	1483	1896
439	1486	1892
440	1489	1888
441	1492	1884
442	1495	1880
443	1499	1877
444	1502	1873
445	1505	1870
446	1508	1866
447	1511	1862
448	1515	1859
449	1518	1855
450	1521	1851
451	1524	1847
452	1526	1843
453	1530	1840
454	1533	1836
455	1536	1832
456	1538	1828
457	1541	1824
458	1553	1831
459	1559	1831
460	1563	1828
461	1567	1824
462	1572	1823
463	1575	1820
464	1583	1821
465	1588	1819
466	1591	1816
467	1594	1812
468	1598	1809
469	1601	1806
470	1605	1802
471	1608	1799
472	1613	1797
473	1616	1793
474	1619	1789
475	1622	1785
476	1625	1782
477	1628	1778
478	1632	1775
479	1635	1771
480	1638	1767
481	1641	1763
482	1645	1761
483	1648	1757
484	1651	1753
485	1655	1750
486	1657	1746
487	1661	1742
488	1664	1739
489	1667	1735
490	1670	1732
491	1674	1728
492	1677	1725
493	1680	1721
494	1683	1717
495	1686	1714
496	1690	1710
497	1693	1707
498	1696	1703
499	1699	1699
500	1702	1695
501	1706	1692
502	1709	1688
503	1712	1685
504	1715	1681
505	1719	1678
506	1721	1674
507	1724	1670
508	1728	1666
509	1731	1663
510	1734	1659
511	1737	1656
512	1740	1652
513	1744	1649
514	1747	1645
515	1750	1642
516	1754	1638
517	1756	1634
518	1760	1631
519	1763	1627
520	1766	1623
521	1769	1619
522	1772	1617
523	1776	1613
524	1779	1610
525	1782	1606
526	1785	1602
527	1788	1599
528	1792	1595
529	1795	1592
530	1798	1588
531	1801	1584
532	1804	1581
533	1808	1577
534	1811	1574
535	1814	1570
536	1817	1566
537	1820	1563
538	1823	1559
539	1827	1556
540	1830	1553
541	1833	1549
542	1836	1545
543	1839	1542
544	1842	1538
545	1845	1534
546	1849	1531
547	1853	1528
548	1856	1524
549	1859	1521
550	1862	1517
551	1865	1514
552	1869	1510
553	1872	1507
554	1875	1503
555	1878	1499
556	1881	1496
557	1884	1492
558	1887	1488
559	1890	1485
560	1893	1481
561	1897	1478
562	1900	1474
563	1902	1471
564	1905	1467
565	1908	1463
566	1911	1459
567	1914	1456
568	1918	1452
569	1921	1449
570	1924	1445
571	1927	1442
572	1930	1438
573	1933	1435
574	1936	1431
575	1939	1428
576	1942	1424
577	1945	1420
578	1948	1416
579	1951	1413
580	1954	1409
581	1957	1406
582	1960	1402
583	1964	1399
584	1967	1395
585	1970	1391
586	1973	1388
587	1975	1384
588	1978	1380
589	1982	1377
590	1985	1373
591	1988	1370
592	1991	1366
593	1994	1362
594	1997	1359
595	2000	1355
596	2003	1352
597	2006	1348
598	2009	1344
599	2012	1341
600	2015	1338
601	2018	1334
602	2021	1330
603	2024	1327
604	2027	1323
605	2030	1320
606	2033	1316
607	2036	1313
608	2039	1309
609	2042	1305
610	2045	1302
611	2048	1298
612	2051	1295
613	2054	1291
614	2056	1287
615	2059	1283
616	2062	1280
617	2080	1285
618	2090	1286
619	2094	1283
620	2100	1281
621	2104	1278
622	2108	1275
623	2111	1272
624	2115	1269
625	2122	1267
626	2125	1264
627	2128	1260
628	2131	1257
629	2138	1255
630	2141	1252
631	2145	1249
632	2148	1245
633	2151	1242
634	2155	1238
635	2158	1235
636	2162	1232
637	2166	1229
638	2169	1225
639	2173	1222
640	2177	1219
641	2179	1215
642	2182	1211
643	2186	1208
644	2189	1205
645	2193	1202
646	2196	1198
647	2199	1194
648	2203	1191
649	2206	1188
650	2209	1184
651	2212	1180
652	2215	1177
653	2217	1173
654	2220	1169
655	2223	1166
656	2226	1162
657	2229	1158
658	2232	1155
659	2235	1151
660	2239	1148
661	2242	1144
662	2244	1141
663	2248	1137
664	2251	1134
665	2254	1130
666	2257	1127
667	2260	1123
668	2263	1119
669	2265	1116
670	2268	1112
671	2271	1108
672	2275	1105
673	2278	1101
674	2281	1098
675	2284	1094
676	2287	1091
677	2290	1087
678	2293	1084
679	2296	1080
680	2299	1077
681	2302	1073
682	2305	1070
683	2309	1066
684	2311	1063
685	2315	1059
686	2318	1056
687	2321	1052
688	2324	1049
689	2327	1045
690	2331	1042
691	2334	1038
692	2337	1035
693	2340	1031
694	2343	1028
695	2346	1024
696	2349	1021
697	2353	1018
698	2356	1014
699	2359	1011
700	2364	1008
701	2367	1004
702	2370	1001
703	2374	998
704	2377	994
705	2380	991
706	2383	987
707	2386	984
708	2389	980
709	2392	977
710	2395	973
711	2398	970
712	2401	966
713	2404	963
714	2408	959
715	2411	956
716	2414	952
717	2417	949
718	2419	945
719	2422	942
720	2425	938
721	2428	935
722	2431	931
723	2434	927
724	2437	924
725	2440	920
726	2443	917
727	2445	913
728	2449	910
729	2451	906
730	2456	903
731	2459	900
732	2462	896
733	2465	893
734	2467	889
735	2471	886
736	2474	883
737	2477	879
738	2480	876
739	2483	872
740	2486	869
741	2489	865
742	2492	862
743	2495	858
744	2498	855
745	2501	851
746	2504	848
747	2507	844
748	2510	841
749	2513	837
750	2516	834
751	2519	830
752	2522	827
753	2526	824
754	2529	820
755	2532	817
756	2534	813
757	2537	810
758	2540	806
759	2543	803
760	2546	799
761	2549	796
762	2552	792
763	2555	789
764	2559	786
765	2562	782
766	2565	779
767	2567	775
768	2571	772
769	2574	768
770	2577	765
771	2580	761
772	2583	758
773	2586	755
774	2589	751
775	2592	748
776	2596	745
777	2599	741
778	2601	738
779	2605	734
780	2608	731
781	2611	727
782	2614	724
783	2616	720
784	2619	717
785	2622	714
786	2625	710
787	2628	707
788	2631	703
789	2634	700
790	2637	696
791	2640	693
792	2643	690
793	2646	686
794	2649	683
795	2652	679
796	2655	676
797	2658	672
798	2661	669
799	2664	666
800	2667	662
801	2670	659
802	2673	655
803	2676	652
804	2679	649
805	2682	645
806	2685	642
807	2688	638
808	2692	635
809	2695	632
810	2698	628
811	2701	625
812	2704	622
813	2707	618
814	2710	615
815	2713	611
816	2716	608
817	2720	605
818	2723	601
819	2726	598
820	2729	595
821	2732	591
822	2734	588
823	2737	584
824	2741	581
825	2744	578
826	2747	574
827	2750	571
828	2753	567
829	2755	564
830	2759	561
831	2761	557
832	2764	554
833	2767	550
834	2771	547
835	2774	544
836	2777	540
837	2781	537
838	2784	534
839	2787	530
840	2789	527
841	2793	524
842	2795	520
843	2798	517
844	2801	513
845	2805	510
846	2808	507
847	2811	503
848	2815	500
849	2818	497
850	2820	493
851	2823	490
852	2826	487
853	2829	483
854	2832	480
855	2836	477
856	2839	473
857	2842	470
858	2847	467
859	2850	463
860	2852	460
861	2856	457
862	2859	453
863	2862	450
864	2865	447
865	2868	443
866	2871	440
867	2874	437
868	2877	433
869	2880	430
870	2883	426
871	2885	423
872	2888	420
873	2891	416
874	2894	413
875	2897	410
876	2900	406
877	2904	403
878	2907	400
879	2910	396
880	2913	393
881	2916	390
882	2919	386
883	2922	383
884	2925	380
885	2928	376
886	2931	373
887	2934	370
888	2937	366
889	2940	363
890	2944	360
891	2947	356
892	2950	353
893	2953	350
894	2956	346
895	2959	343
896	2962	340
897	2965	336
898	2968	333
899	2971	330
900	2974	326
901	2978	323
902	2982	320
903	2986	317
904	2989	313
905	2992	310
906	2994	307
907	2998	303
908	3001	300
909	3003	297
910	3007	293
911	3011	290
912	3014	287
913	3017	283
914	3021	280
915	3024	277
916	3027	273
917	3029	270
918	3032	267
919	3036	264
920	3040	260
921	3043	257
922	3046	254
923	3049	250
924	3052	247
925	3055	244
926	3058	240
927	3060	237
928	3064	234
929	3067	230
930	3069	227
931	3073	224
932	3076	220
933	3079	217
934	3083	214
935	3086	211
936	3089	207
937	3092	204
938	3095	201
939	3099	197
940	3102	194
941	3106	191
942	3109	187
943	3112	184
944	3115	181
945	3118	177
946	3121	174
947	3124	171
948	3127	168
949	3130	164
950	3133	161
951	3136	158
952	3139	154
953	3142	151
954	3145	148
955	3148	144
956	3151	141
957	3154	138
958	3158	135
959	3160	131
960	3164	128
961	3167	125
962	3170	121
963	3173	118
964	3176	115
965	3179	111
966	3182	108
967	3185	105
968	3188	102
969	3191	98
970	3194	95
971	3197	92
972	3200	88
973	3203	85
974	3206	82
975	3209	78
976	3213	75
977	3216	72
978	3220	69
979	3223	65
980	3226	62
981	3229	59
982	3232	55
983	3235	52
984	3238	49
985	3241	46
986	3244	42
987	3247	39
988	3250	36
989	3254	32
990	3257	29
991	3259	26
992	3263	23
993	3265	19
994	3269	16
995	3272	13
996	3275	9
997	3278	6
998	3281	3
999	3284	0
